Room Rate,Month Record,Number of Star,Hotel Location,Number of Nights,Room-type Name 
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,SUPER CLASSIC
45000,11,4,Commercial area,3,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,DELUXE
36000,11,4,Commercial area,1,SUPER CLASSIC
100000,11,4,Commercial area,2,DIPLOMATIC SUITE
85000,11,4,Commercial area,1,EXECUTIVE SUITE
100000,11,4,Commercial area,1,DIPLOMATIC SUITE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
0,11,4,Commercial area,1,EXECUTIVE SUITE
40000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
36000,11,4,Commercial area,1,SUPER CLASSIC
0,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,SUPER CLASSIC
50000,11,4,Commercial area,1,DELUXE
0,11,4,Commercial area,1,CLASSIC SUITE
40000,11,4,Commercial area,1,DELUXE
124000,11,4,Commercial area,1,MINI FLAT
50000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,SUPER CLASSIC
45000,11,4,Commercial area,1,SUPER CLASSIC
45000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
80750,11,4,Commercial area,1,EXECUTIVE SUITE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,DELUXE
100000,11,4,Commercial area,1,DIPLOMATIC SUITE
45000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
70000,11,4,Commercial area,1,SUPERIOR
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,DELUXE
36000,11,4,Commercial area,1,SUPER CLASSIC
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
85000,11,4,Commercial area,1,EXECUTIVE SUITE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,3,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
36000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,3,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,DELUXE
100000,12,4,Commercial area,1,DIPLOMATIC SUITE
40000,11,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,5,DELUXE
40000,12,4,Commercial area,5,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,5,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,5,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,5,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
68000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
68000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
33000,12,4,Commercial area,1,SUPER CLASSIC
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,2,DELUXE
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
56000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,CLASSIC SUITE
40000,11,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,5,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
68000,12,4,Commercial area,4,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,4,DELUXE
40000,12,4,Commercial area,4,DELUXE
43000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
85000,12,4,Commercial area,3,EXECUTIVE SUITE
0,12,4,Commercial area,4,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,2,SUPER CLASSIC
40000,12,4,Commercial area,3,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,4,DELUXE
45000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,DELUXE
32000,12,4,Commercial area,3,SUPER CLASSIC
0,12,4,Commercial area,2,DELUXE
85000,12,4,Commercial area,1,MINI FLAT
100000,12,4,Commercial area,4,DIPLOMATIC SUITE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
68000,12,4,Commercial area,3,DIPLOMATIC SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
56000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
68000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,SUPER CLASSIC
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
180000,12,4,Commercial area,3,DUPLEX(ROYAL SUITE)
68000,12,4,Commercial area,1,EXECUTIVE SUITE
68000,12,4,Commercial area,2,EXECUTIVE SUITE
50000,12,4,Commercial area,1,DELUXE
56000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,3,DELUXE
45000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,3,DELUXE
50000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40500,12,4,Commercial area,2,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,3,DELUXE
56000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
56000,12,4,Commercial area,1,SUPERIOR
68000,12,4,Commercial area,6,EXECUTIVE SUITE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,1,DELUXE
43000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
0,12,4,Commercial area,3,DELUXE
68000,12,4,Commercial area,2,EXECUTIVE SUITE
68000,12,4,Commercial area,2,EXECUTIVE SUITE
50000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,2,DELUXE
70000,12,4,Commercial area,2,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
68000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,3,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,8,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,1,DELUXE
70000,12,4,Commercial area,1,SUPERIOR
108500,12,4,Commercial area,1,DIPLOMATIC FLAT
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
49000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
130000,12,4,Commercial area,2,DIPLOMATIC FLAT
56000,12,4,Commercial area,2,SUPERIOR
56000,12,4,Commercial area,2,SUPERIOR
45000,12,4,Commercial area,1,SUPER CLASSIC
35000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,CLASSIC SUITE
124000,12,4,Commercial area,1,DIPLOMATIC FLAT
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,2,DELUXE
32000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,5,DELUXE
32000,12,4,Commercial area,1,SUPER CLASSIC
40500,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,4,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
88000,12,4,Commercial area,1,MINI FLAT
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
124000,12,4,Commercial area,7,DIPLOMATIC FLAT
40000,12,4,Commercial area,7,SUPER CLASSIC
56000,12,4,Commercial area,1,SUPERIOR
32000,12,4,Commercial area,3,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,2,MINI FLAT
40000,12,4,Commercial area,3,DELUXE
50000,12,4,Commercial area,1,DELUXE
36000,12,4,Commercial area,1,SUPER CLASSIC
36000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,SUPER CLASSIC
68000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
49000,12,4,Commercial area,1,SUPERIOR
49000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
63000,12,4,Commercial area,1,SUPERIOR
50000,12,4,Commercial area,1,DELUXE
35000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,7,DELUXE
40000,12,4,Commercial area,7,DELUXE
40000,12,4,Commercial area,7,DELUXE
0,12,4,Commercial area,4,DELUXE
35000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,DELUXE
70000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,2,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
85000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,1,DIPLOMATIC FLAT
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,CLASSIC SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
35000,12,4,Commercial area,1,CLASSIC SUITE
32000,12,4,Commercial area,1,SUPER CLASSIC
124000,12,4,Commercial area,1,DIPLOMATIC FLAT
40000,12,4,Commercial area,1,CLASSIC SUITE
35000,12,4,Commercial area,1,CLASSIC SUITE
100000,12,4,Commercial area,1,DIPLOMATIC SUITE
100000,12,4,Commercial area,1,DIPLOMATIC SUITE
68000,12,4,Commercial area,1,EXECUTIVE SUITE
124000,12,4,Commercial area,1,DIPLOMATIC FLAT
124000,12,4,Commercial area,1,DIPLOMATIC FLAT
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
30000,12,4,Commercial area,3,DELUXE
108500,12,4,Commercial area,1,DIPLOMATIC FLAT
45000,12,4,Commercial area,1,DELUXE
68000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
124000,12,4,Commercial area,2,DIPLOMATIC FLAT
40000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,SUPER CLASSIC
59500,12,4,Commercial area,1,EXECUTIVE SUITE
100000,12,4,Commercial area,3,DIPLOMATIC SUITE
40000,12,4,Commercial area,3,DELUXE
32000,12,4,Commercial area,4,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
100000,12,4,Commercial area,2,DIPLOMATIC SUITE
45000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,5,CLASSIC SUITE
40000,12,4,Commercial area,3,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
0,12,4,Commercial area,10,MINI FLAT
0,12,4,Commercial area,10,CLASSIC SUITE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
124000,12,4,Commercial area,5,DIPLOMATIC FLAT
124000,12,4,Commercial area,5,DIPLOMATIC FLAT
56000,12,4,Commercial area,2,SUPERIOR
50000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
85000,12,4,Commercial area,2,EXECUTIVE SUITE
45000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,3,DELUXE
157500,12,4,Commercial area,5,DUPLEX(ROYAL SUITE)
50000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,2,DELUXE
0,12,4,Commercial area,1,DIPLOMATIC FLAT
63000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
36000,12,4,Commercial area,1,SUPER CLASSIC
45000,12,4,Commercial area,1,DELUXE
0,12,4,Commercial area,60,DUPLEX(ROYAL SUITE)
45000,12,4,Commercial area,2,SUPER CLASSIC
50000,12,4,Commercial area,1,DELUXE
45000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
70000,12,4,Commercial area,1,SUPERIOR
50000,12,4,Commercial area,1,DELUXE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
70000,12,4,Commercial area,2,SUPERIOR
40000,12,4,Commercial area,1,SUPER CLASSIC
32000,12,4,Commercial area,1,SUPER CLASSIC
40000,12,4,Commercial area,1,DELUXE
96000,12,4,Commercial area,1,MINI FLAT
40000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,3,DELUXE
40000,12,4,Commercial area,1,DELUXE
85000,12,4,Commercial area,3,DIPLOMATIC SUITE
50000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,DELUXE
85000,12,4,Commercial area,1,EXECUTIVE SUITE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,1,SUPER CLASSIC
139500,12,4,Commercial area,2,DIPLOMATIC FLAT
56000,12,4,Commercial area,3,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
56000,12,4,Commercial area,1,SUPERIOR
40000,12,4,Commercial area,1,DELUXE
40000,12,4,Commercial area,2,DELUXE
40000,12,4,Commercial area,2,DELUXE
45000,12,4,Commercial area,2,SUPER CLASSIC
40000,12,4,Commercial area,2,DELUXE
